,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,date_stamp,last_change,listing_date,delisting_date,month
388,NK-eejBey2RGf62Tx98JGEBBL,Company,"VOSTOKGAZPROM, OAO",OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'VOSTOKGAZPROM';VOSTOKGAZPROM,,ru,"d.73 ul.Bolshaya Podgornaya, Tomsk, Tomskaya obl., Russia, 634009",1027000855111;7017005296,13662 Sectoral Directive 4 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2016-09-01;13662 Sectoral Directive 4 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2016-09-01,,canclervgp@vostokgazprom.ru,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
389,NK-eteAgcc6BNQCX9UkGqy5J3,Company,PJSC VERKHNECHONSKNEFTEGAZ,OJSC VERKHNECHONSKNEFTEGAZ;VERKHNECHONSKNEFTEGAZ,,ru,"Baikalskaya St., 295 B, Irkutsk, Russia, 664050",,13662 Sectoral Directive 4 - 13662 Sectoral Directive 2 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2015-07-30;13662 Sectoral Directive 4 - 13662 Sectoral Directive 2 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2015-07-30,,vcng@rosneft.ru,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
390,NK-f7u9JR4f7piS8PngjTkUSa,Organization,Газпромбанк Акционерное общество,Bank GPB JSC;Gazprombank AO;Gazprombank Joint Stock Company;Gazprombank Open Joint Stock Company;Joint Stock Bank of the Gas Industry Gazprombank,,ru,"16 Nametkina Street, Bldg. 1, Moscow, 117420",09807684;1027700167110;7744001497;GAZPRUMM,Consolidated List - Executive Order 14024 Directive 3 - Program - 13662 Sectoral Directive 1 - Executive Order 13662 (Ukraine) - Executive Order 14024 - 2022-03-26;Executive Order 14024 Directive 3 - Non-SDN Menu-Based Sanctions List - Program - 13662 Sectoral Directive 1 - Executive Order 13662 (Ukraine) - Executive Order 14024 - 2022-03-26;Sectoral Sanctions Identifications List - Executive Order 14024 Directive 3 - Program - 13662 Sectoral Directive 1 - Executive Order 13662 (Ukraine) - Executive Order 14024 - 2022-03-26,,,US OFAC Consolidated (non-SDN) List,20220705,,20220705,,2022-07
391,NK-f7xEQF3k2CkbDYeTJk7yow,Company,China Mobile Limited,CHINA MOBILE LTD;China Mobile Ltd,,cn,"60th Floor, The Center, 99 Queens Road Central, Hong Kong, China",,Consolidated List - CMIC Executive Order - Program - Executive Order 14032 (CMIC) - 2021-01-08;Non-SDN CMIC List - CMIC Executive Order - Program - Executive Order 14032 (CMIC) - 2021-06-03,,,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
392,NK-f8uNyTq3bpa5hbAz4wkbL3,Company,SB SECURITIES S.A.,,,lu,"Boulevard Konrad Adenauer 2, 1115 Luxembourg",B171037,13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2015-12-22;Program - Consolidated List - 13662 Sectoral Directive 1 - Executive Order 13662 (Ukraine) - 2015-12-22,,,US OFAC Consolidated (non-SDN) List,20210928,,20210928,,2021-09
393,NK-fFQxic3eXXhPwd8BH3o4jT,Company,OJSC ANGARSK PETROCHEMICAL COMPANY,ANGARSK REFINERY,,ru,"6 ul. K. Marksa, Angarsk, 665830;Angarsk, Irkutsk region, 665830",,Program - 13662 Sectoral Directive 2 - Consolidated List - 13662 Sectoral Directive 4 - Executive Order 13662 (Ukraine) - 2015-07-30;Program - 13662 Sectoral Directive 2 - Sectoral Sanctions Identifications List - 13662 Sectoral Directive 4 - Executive Order 13662 (Ukraine) - 2015-07-30,,delo@anhk.rosneft.ru,US OFAC Consolidated (non-SDN) List,20210928,,20210928,,2021-09
394,NK-fGenpugiXqQgJhYbP6U3GS,Company,VEB ENGINEERING LLC,"OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU VEB INZHINIRING;VEB INZHINIRING, OOO",,ru,"d. 9 prospekt Akademika Sakharova, Moscow, Russia, 107996",1107746181674,13662 Sectoral Directive 1 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2015-07-30;13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2015-07-30,,,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
395,NK-fJokELHcQscBF7JseYyqoj,Company,OBEDINENNAYA DVIGATELESTROITELNAYA KORPORATSIYA OAO,ODK OAO;OTKRYTOE AKTSIONERNOE OBSHCHESTVO UPRAVLYAYUSHCHAYA KOMPANIYA OBEDINENNAYA DVIGATELESTROITELNAYA KORPORATSIYA;UNITED ENGINE CORPORATION JSC,,ru,"16 Budennogo prospekt, Moscow, Russia, 105118",1107746081717;7731644035,13662 Sectoral Directive 3 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2015-12-22;13662 Sectoral Directive 3 - Program - Sectoral Sanctions Identifications List - Executive Order 13662 (Ukraine) - 2015-12-22,,info@uecrus.com,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
396,NK-fLgQKSa8hC67CnvcJk6YUQ,Company,GPB FINANCIAL SERVICES LIMITED,,,cy,"Agios Athanasios, 46, Interlink Hermes Plaza, Floor 1, 4102 Limassol;Arianthi Court, 2nd floor, 50 Agias Zonis Street, 3090 Limassol",HE 246301,Program - 13662 Sectoral Directive 1 - Consolidated List - Executive Order 13662 (Ukraine) - 2016-09-01;Sectoral Sanctions Identifications List - Program - 13662 Sectoral Directive 1 - Executive Order 13662 (Ukraine) - 2016-09-01,,,US OFAC Consolidated (non-SDN) List,20210930,,20210930,,2021-09
397,NK-fVsSTTkdR4jAxJ4CkKjV5K,Company,"GAZMASH, AO",AKTSIONERNOE OBSHCHESTVO 'GAZMASH';Dochernee Otkrytoe Aktsionernoe Obshchestvo Gazmash Otkrytogo Aktsionernogo Obshchestva Gazprom;GAZMASH,,ru,"d. 54 korp. 1 litera A pomeshch prospekt Primorski, St. Petersburg, Russia, 197374",1027700008390;7709014944,13662 Sectoral Directive 4 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2016-09-01;13662 Sectoral Directive 4 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2016-09-01,,asg@gasmash.ru,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
398,NK-fWobpEhYN7mstgHoixMTEH,Company,GAZPROMBANK UPRAVLENIE AKTIVAMI,CLOSED JOINT-STOCK COMPANY GAZPROMBANK-UPRAVLENIE AKTIVAMI;GAZPROMBANK ASSET MANAGEMENT ZAO,,ru,"63 Novocheremushkinskaya Street, Moscow, Russia, 117418;Koroviy val., building 7, Moscow, Russia, 119049",1047796382920;7722515837,13662 Sectoral Directive 1 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2016-09-01;13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2016-09-01,,,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
399,NK-faPVbM8rAesVqm2DASExSc,Company,"GAZPROM RUSSKAYA, OOO",GAZPROM RUSSKAYA;OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM RUSSKAYA';Obshchestvo S Ogranichennoi Otvetstvennostyu Kovyktneftegaz,,ru,"3 korp.2 ul.Varshavskaya, St. Petersburg, Russia, 196128",1023801016887;3808069915,13662 Sectoral Directive 4 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2016-09-01;13662 Sectoral Directive 4 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2016-09-01,,,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
400,NK-fcLEbas3GFtMtET7gdAcF8,Company,GAZPROM MEDIA HOLDING,JOINT-STOCK COMPANY GAZPROM-MEDIA HOLDING;JSC GAZPROM-MEDIA HOLDING,,ru,"Krasnopresnenskaia nab. 12, CMT2, Porch 7, Floor 10, Moscow, 123610;Profsoyuznaya Street, Building 125A, Moscow, 117647;Rochdelskaya street building 20, Moscow, 123022",5087746018960;7728668727,13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2016-09-01;Program - Consolidated List - 13662 Sectoral Directive 1 - Executive Order 13662 (Ukraine) - 2016-09-01,,,US OFAC Consolidated (non-SDN) List,20210928,,20210928,,2021-09
401,NK-feFCSk7fg9XbiN4BmLHcRn,Organization,China Unicom (Hong Kong) Limited,China Unicom Limited,,cn,"75th Floor, The Center, 99 Queen's Road Central, Hong Kong",,Program - CMIC Executive Order - Consolidated List - Executive Order 14032 (CMIC) - 2022-06-03 - 2021-08-02;Program - Non-SDN CMIC List - CMIC Executive Order - Executive Order 14032 (CMIC) - 2022-06-03 - 2021-08-02,,,US OFAC Consolidated (non-SDN) List,20220602,,20220602,,2022-06
402,NK-fhJk25QhEDRnXt5FkiZ7rC,Company,NAGELFAR TRADE AND INVEST LIMITED,NAGELFAR TRADE & INVEST LIMITED,,cy;vg,"Agias Zonis, 50, Arianthi Court, 2nd floor, 3090 Limassol;Trident Chambers, Road Town, PO Box 146, Tortola",,Program - 13662 Sectoral Directive 1 - Consolidated List - Executive Order 13662 (Ukraine) - 2016-09-01;Sectoral Sanctions Identifications List - Program - 13662 Sectoral Directive 1 - Executive Order 13662 (Ukraine) - 2016-09-01,,,US OFAC Consolidated (non-SDN) List,20210930,,20210930,,2021-09
403,NK-fhr5Nj5vpkprk5uisBnvfu,Company,VTB INSURANCE LIMITED,"INSURANCE COMPANY VTB-INSURANCE LIMITED;INSURANCE COMPANY VTB-INSURANCE, LTD;OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU STRAKHOVOI KAPITAL;VTB STRAKHOVANIE SK OOO;VTB STRAKHOVANIE STRAKHOVAYA KOMPANIYA OOO",,ru,"str. 1 8 Chistoprudnyy bulvar, Moscow, Russia, 101000",1027700462514,13662 Sectoral Directive 1 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2015-12-22;13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2015-12-22,,,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
404,NK-fq4GNFzLgn5w3nfkvZy3xT,Company,AKTSIONERNOE OBSHCHESTVO TEKHNODINAMIKA,"AGREGATNOE KONSTRUKTORSKOE BYURO YAKOR OAO;JOINT STOCK COMPANY AVIATION EQUIPMENT;TECHNODINAMIKA;TEKHNODINAMIKA, AO",,ru,"d. 29 ul. Ibragimova, Moscow, Russia, 105318",1037719005873;7719265496,13662 Sectoral Directive 3 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2015-12-22;13662 Sectoral Directive 3 - Program - Sectoral Sanctions Identifications List - Executive Order 13662 (Ukraine) - 2015-12-22,,amuravyeva@avia-equipment.ru,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
405,NK-fqezkppcxnQDt5qB7hR5e8,Person,Marwan Mohammed ABU RAS,Merwan Muhammed ABOU RAAS,1958,ps,Gaza City,,Reject - Program - Consolidated List - General License 4 Under EO 13224 (Terrorism) - 2014-10-10;Reject - Program - Non-SDN Palestinian Legislative Council List - General License 4 Under EO 13224 (Terrorism) - 2006-04-12,,,US OFAC Consolidated (non-SDN) List,20210930,,20210930,,2021-09
406,NK-fsH5bXVW2jsvc2JqRW48Vw,Company,"GAZ-OIL, OOO",GAZ-OIL;OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZ-OIL';Zakrytoe Aktsionernoe Obshchestvo GAZ OIL,,ru,"d.10 B ul.Nametkina, Moscow, 117420",1113926004422;3906229324,Program - Consolidated List - 13662 Sectoral Directive 4 - Executive Order 13662 (Ukraine) - 2016-09-01;Program - Sectoral Sanctions Identifications List - 13662 Sectoral Directive 4 - Executive Order 13662 (Ukraine) - 2016-09-01,,i.blagodarov@gasoil.ru,US OFAC Consolidated (non-SDN) List,20210928,,20210928,,2021-09
407,NK-fwLAtTNX4E9cyyD6v4A9B3,Person,Ahmad Yousef ABU HALABIYYE,,1952,ps,Gaza City,,Reject - Program - Consolidated List - General License 4 Under EO 13224 (Terrorism) - 2014-10-10;Reject - Program - Non-SDN Palestinian Legislative Council List - General License 4 Under EO 13224 (Terrorism) - 2006-04-12,,,US OFAC Consolidated (non-SDN) List,20210930,,20210930,,2021-09
408,NK-g529PQwYKDriTmbwmjsPT4,Company,"SVYAZTRANSNEFT, AO",AKTSIONERNOE OBSHCHESTVO 'SVYAZ OBEKTOV TRANSPORTA I DOBYCHI NEFTI';JSC 'SVYAZTRANSNEFT';OPEN JOINT-STOCK COMPANY 'COMMUNICATION OF THE OBJECTS OF OIL TRANSPORTATION AND EXTRACTION',,ru,"12 ul. Nametkina, Moscow, Russia, 117420",1027739420961;7723011906,13662 Sectoral Directive 2 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2017-06-20;13662 Sectoral Directive 2 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2017-06-20,,,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
409,NK-gC982rGHsUSotW3bXSbiaJ,Company,"KHOMYAKOVSKI KHLADOKOMBINAT, ZAO",CLOSED JOINT STOCK COMPANY 'Homiakovskiy Cold Storage Complex';ZAKRYTOE AKTSIONERNOE OBSHCHESTVO 'KHOMYAKOVSKI KHLADOKOMBINAT';Zakrytoe Aktsionernoe Obshchestvo Khomyakovski Khladokombinat,,ru,"16 Homiakovskaya Str., Homiakovo, Tula, Russia;16V ul. Khomyakovskaya Pos. Khomyakova, Tula, Tulskaya Obl., Russia, 300098",1047100123586,13662 Sectoral Directive 1 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2016-12-20;13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2016-12-20,,,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
410,NK-gCx98vjxTdcqg3z5YqHwdw,Company,VTB BANK JSC BELGRADE,Moskovska Banka AD;VTB BANKA AD BEOGRAD,,rs,"2 Balkanska street, 11 000 Belgrade, Serbia",MBBGRSBG,13662 Sectoral Directive 1 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2015-12-22;13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2015-12-22,,,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
411,NK-gG7htWhJSSXSo3MPcYnpPY,Person,Ismail AL-ASHQAR,Ismail Abdallatif AL-ALASHQAR,1962,,,,Reject - Program - Consolidated List - General License 4 Under EO 13224 (Terrorism) - 2014-10-10;Reject - Program - Non-SDN Palestinian Legislative Council List - General License 4 Under EO 13224 (Terrorism) - 2006-04-12,,,US OFAC Consolidated (non-SDN) List,20210930,,20210930,,2021-09
412,NK-gLytMsw6J4JcYbDk3TdfPd,Company,"GAZPROM DOBYCHA YAMBURG,OOO",GAZPROM DOBYCHA YAMBURG;OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM DOBYCHA YAMBURG',,ru,"d.9 ul. Geologorazvedchikov, Novy Urengoi, Yamalo-Nenetski a.o, Russia, 629306",1028900624576;8904034777,13662 Sectoral Directive 4 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2016-09-01;13662 Sectoral Directive 4 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2016-09-01,,PRIYEMNAYA@ygdu_gazprom.ru,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
413,NK-gQzNogvgoxmn8RWjBKxSqn,Person,Atef UDWAN,Atef Ibrahim ADWAN;Atef Ibrahim Mohammad IDWAN,1952,,,,Reject - Program - Consolidated List - General License 4 Under EO 13224 (Terrorism) - 2014-10-10;Reject - Program - Non-SDN Palestinian Legislative Council List - General License 4 Under EO 13224 (Terrorism) - 2006-04-12,,,US OFAC Consolidated (non-SDN) List,20210930,,20210930,,2021-09
414,NK-gSEmnK4tzh7aHzRuhUxybh,Organization,Aerosun Corporation,Aerosun;Aerosun Corp.,,cn,"Jiangning Economic Zone, 188, Tianyuan Zhong Road, 211100 Nanjing, China",,Consolidated List - CMIC Executive Order - Program - Executive Order 14032 (CMIC) - 2021-06-03;Non-SDN CMIC List - CMIC Executive Order - Program - Executive Order 14032 (CMIC) - 2021-06-03,,,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
415,NK-gTkuAgJ2BDSMujt3Dhtr6Z,Person,Khaledah JARRAR,,,,,,Reject - Program - Consolidated List - General License 4 Under EO 13224 (Terrorism) - 2014-10-10;Reject - Program - Non-SDN Palestinian Legislative Council List - General License 4 Under EO 13224 (Terrorism) - 2006-04-12,,,US OFAC Consolidated (non-SDN) List,20210930,,20210930,,2021-09
416,NK-gToaaA9V47RYhVzXFMUG74,Organization,Sberbank of Russia,Otkrytoe Aktsionernoe Obshchestvo Sberbank Rossii;Sberbank Rossii;Sberbank Rossii OAO,,ru,"19 ul. Vavilova, Moscow, Russia, 117997",SABRRUMM,13662 Sectoral Directive 1 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2014-10-10;13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2014-09-12,,sbrf@sbrf.ru,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
417,NK-gWANr8SMavSp8Qj5pRDzdx,Company,MZ MAYAK OAO,MASHINOSTROITELNIY ZAVOD MAYAK;MAYAK MACHINE BUILDING PLANT OPEN JOINT STOCK COMPANY;OPEN JOINT-STOCK COMPANY MASHINOSTROITELNIY ZAVOD MAYAK,,ru,"Street Ibragimova, D. 31, Moscow, 105318",7719024042,Program - Consolidated List - 13662 Sectoral Directive 3 - Executive Order 13662 (Ukraine) - 2015-12-22;Program - Sectoral Sanctions Identifications List - 13662 Sectoral Directive 3 - Executive Order 13662 (Ukraine) - 2015-12-22,,,US OFAC Consolidated (non-SDN) List,20210928,,20210928,,2021-09
418,NK-gYooiceXDHzuNBpBjCd9tw,Company,SB SBERBANK JSC,SUBSIDIARY BANK SBERBANK OF RUSSIA JOINT STOCK COMPANY,,kz,"050010 Almaty, 30/26, Gogol/Kaldayakov Street;050059 Almaty, 13/1 Al Farabi Ave.",SABRKZKA,13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2015-12-22;Program - Consolidated List - 13662 Sectoral Directive 1 - Executive Order 13662 (Ukraine) - 2015-12-22,,,US OFAC Consolidated (non-SDN) List,20210928,,20210928,,2021-09
419,NK-gbAGM7TqJ6nfhnZhnHYcq3,Organization,SURGUTNEFTEGAS,Open Joint Stock Company Surgutneftegas;Otkrytoe aktsionernoe obshchestvo Surgutneftegaz;Surgutneftegas OAO;Surgutneftegas OJSC;Surgutneftegaz OAO,,ru,"Street Kukuevitskogo 1, Surgut, Tyumen Region, Russia, 628415;korp. 1 1 Grigoriya Kukuevitskogo ul., Surgut, Tyumenskaya oblast, Russia, 628404;ul. Grigoriya Kukuyevitskogo, 1, bld. 1, Khanty-Mansiysky Autonomous Okrug - Yugra, the city of Surgut, Tyumenskaya Oblast, Russia, 628415",,13662 Sectoral Directive 4 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2014-10-10;13662 Sectoral Directive 4 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2014-09-12,,secretary@surgutneftegas.ru,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
420,NK-gdvhYpxrLXXbxTSerJFiex,Company,OMZ SPETSSTAL OOO,LIMITED LIABILITY COMPANY OMZ-SPETSSTAL;OMZ-SPECIAL STEELS,,ru,"Izhorskiy Zavod, Kolpino, Saint Petersburg, 196650;Kolpino G, Izhorski Zavod, St. Petersburg, 196651",1026605609348;6673089388,13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2016-09-01;Program - Consolidated List - 13662 Sectoral Directive 1 - Executive Order 13662 (Ukraine) - 2016-09-01,,,US OFAC Consolidated (non-SDN) List,20210928,,20210928,,2021-09
421,NK-gsWx6uALDzGRQZzHFZ94e4,Company,CETELEM BANK LIMITED LIABILITY COMPANY,CETELEM BANK LLC;KOMMERCHESKI BANK UKRSIBBANK OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU;SETELEM BANK OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU;SETELEM BANK OOO,,ru,"26 ul. Pravdy, Moscow, Russia, 125040",1027739664260;CETBRUMM,13662 Sectoral Directive 1 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2015-12-22;13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2015-12-22,,,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
422,NK-gshm29ASpS5y4EXRRW3C2h,Company,KIRISHIAVTOSERVIS OOO,LIMITED LIABILITY COMPANY KIRISHIAVTOSERVIS;LLC KIRISHIAVTOSERVIS,,ru,"Lit A, 12 Smolenskaya Ulitsa, St. Petersburg, Russia, 196084;Russia",1057807804064;7840016802,13662 Sectoral Directive 4 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2018-01-26;13662 Sectoral Directive 4 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2018-01-26,,,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
423,NK-gwtTji7cyp7cEcJJkbMWeW,Person,Riyad RADDAD,Riyad Mahmoud Sa'eed RADAD;Riyad Radad AL-SEDAWI,1960,,,,Program - Consolidated List - Reject - General License 4 Under EO 13224 (Terrorism) - 2014-10-10;Program - Reject - Non-SDN Palestinian Legislative Council List - General License 4 Under EO 13224 (Terrorism) - 2006-04-12,,,US OFAC Consolidated (non-SDN) List,20210928,,20210928,,2021-09
424,NK-h7z5rFCjMxwzJxiqfYHviL,Person,Ismail Abdul Salah HANIYA,Ismaeel HANIYYA;Ismail HANIYA,1962,,,,Reject - Program - Consolidated List - General License 4 Under EO 13224 (Terrorism) - 2014-10-10;Reject - Program - Non-SDN Palestinian Legislative Council List - General License 4 Under EO 13224 (Terrorism) - 2006-04-12,,,US OFAC Consolidated (non-SDN) List,20210930,,20210930,,2021-09
425,NK-hBBv2dKYRznew7GzwNaUFe,Organization,Megvii Technology Limited,旷视科技有限公司,,cn;ky,"Block A, Raycom Infotech Park, No. 2 Kexueyuan South Road, Haidian District, Beijing;PO Box 309, Ugland House, KY1-1104 Grand Cayman",,Consolidated List - Executive Order 14032 (CMIC) - 2022-12-16 - 2022-02-14;Non-SDN CMIC List - Executive Order 14032 (CMIC) - 2022-12-16 - 2022-02-14,,,US OFAC Consolidated (non-SDN) List,20231120,2023-11-17T08:36:34,20231120,,2023-11
426,NK-hErpKj3RZPtzUehfN7mgTa,Company,VTB BANK PUBLIC JOINT STOCK COMPANY,BANK VNESHNEI TORGOVLI RSFSR;BANK VNESHNEY TORGOVLI JOINT STOCK COMPANY;BANK VNESHNEY TORGOVLI OPEN JOINT STOCK COMPANY;BANK VNESHNEY TORGOVLI ROSSIYSKOY FEDERATSII CLOSED JOINT STOCK COMPANY;BANK VTB OAO;BANK VTB OPEN JOINT STOCK COMPANY;Bank VTB PAO;Bank VTB Publichnoe Aktsionernoe Obshchestvo;Bank Vneshei Torgovli OAO;Bank Vneshnei Torgovli Rossiskoi Federatsii as a Private Joint Stock Company;Bank for Foreign Trade of RSFSR;Bank of Foreign Trade of the Russian Federation;CJSC Bank for Foreign Trade of the Russian Federation;JSC VTB BANK;OAO Bank VTB;OAO Vneshtorgbank;OJSC CJSC Bank for Foreign Trade;Russian Vneshtorgbank;VNESHTORGBANK ROSSII CLOSED JOINT STOCK COMPANY;VTB BANK OAO;VTB Bank;VTB Bank PAO;VTB Bank PJSC;VTB Bank open joint stock company;Vneshtorgbank;Vneshtorgbank of RSFSR;Банк ВТБ ПАО;Банк ВТБ публичное акционерное общество,,ru,"11 litera, per. Degtyarny, St. Petersburg, 191144;11, lit A, Degtyarnyy pereulok, St. Petersburg, 191144;29, Bolshaya Morskaya str., St. Petersburg, 190000;37 Plyushchikha ul., Moscow, 119121;43, Vorontsovskaya str., Moscow, 109044;43, bld.1, Vorontsovskaya str., Moscow, 109147;Bashnya Zapad, Kompleks Federatsiya, 12, nab. Presnenskaya, Moscow, 123317;Vorontsovskaya Str 43, Moscow, 109147;str. 1, 43, ul. Vorontsovskaya, Moscow, 109147",00032520;1000;1027739609391;253400V1H6ART1UQ0N98;7702070139;VTBRRUMM,Block - 13662 Sectoral Directive 1 - SDN List - Program - Executive Order 14024 - Executive Order 13662 (Ukraine);Block - Consolidated List - 13662 Sectoral Directive 1 - Program - Executive Order 14024 - Executive Order 13662 (Ukraine);Block - Sectoral Sanctions Identifications List - 13662 Sectoral Directive 1 - Program - Executive Order 14024 - Executive Order 13662 (Ukraine),,,US OFAC Consolidated (non-SDN) List,20220411,,20220411,,2022-04
427,NK-hL2kjQmPh3MxJ2meVLSate,Company,BOM PROJECT FINANCING LTD,BOM PROJECT FINANCING LIMITED,,cy,"14th Floor, Papachristoforu Building, 32 Kritis Street, Limassol",,13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2016-09-01;Program - Consolidated List - 13662 Sectoral Directive 1 - Executive Order 13662 (Ukraine) - 2016-09-01,,,US OFAC Consolidated (non-SDN) List,20210928,,20210928,,2021-09
428,NK-hMXdbyxeBG5Ki7sxZBfNoz,Person,Ahmad BAHAR,Ahmed Mohamed BAHAR,1949,,,,Reject - Program - Consolidated List - General License 4 Under EO 13224 (Terrorism) - 2014-10-10;Reject - Program - Non-SDN Palestinian Legislative Council List - General License 4 Under EO 13224 (Terrorism) - 2006-04-12,,,US OFAC Consolidated (non-SDN) List,20210930,,20210930,,2021-09
429,NK-hPTQUnF5PkyUMSJLUR4eYD,Organization,China Academy of Launch Vehicle Technology,CALT,,cn,"1 Nandahongmen Road Fengtai District, 100076 Beijing;No. 1, South Dahongmen Road, Fengtai District, 100076 Beijing",100000108000042,Non-SDN CMIC List - Program - CMIC Executive Order - Executive Order 14032 (CMIC) - 2021-06-03;Program - CMIC Executive Order - Consolidated List - Executive Order 14032 (CMIC) - 2020-11-12,,,US OFAC Consolidated (non-SDN) List,20210930,,20210930,,2021-09
430,NK-hpgeisPcV6qvMv6DYezCu9,Company,"VTB FACTORING, LTD","OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU VTB FAKTORING;VTB FACTORING LIMITED;VTB FAKTORING, OOO",,ru,"d. 52 str. 1 nab.Kosmodamianskaya, Moscow, Russia, 115054",5087746611145,13662 Sectoral Directive 1 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2015-12-22;13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2015-12-22,,,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
